"","Chromosome","Start","End","Score","Strand","Phase","gene_short_name","Note","Cluster"
"17396","chr3",42637085,42639371,".","-",".","Medtr3g093290","MFS transporter","cluster5"
"17412","chr3",42738174,42746014,".","+",".","Medtr3g093530","cytochrome P450 family protein","cluster5"
"17427","chr3",42821390,42825561,".","-",".","Medtr3g093730","methylesterase","cluster5"
"17594","chr3",44054012,44056812,".","-",".","Medtr3g096380","cation/H+ exchanger 3","cluster5"
"17639","chr3",44355433,44361254,".","-",".","Medtr3g096910","beta-galactosidase-like protein","cluster5"
"17705","chr3",44882390,44893297,".","+",".","Medtr3g098320","respiratory burst oxidase-like protein D","cluster5"
"17729","chr3",45061132,45068920,".","-",".","Medtr3g098650","glycoside hydrolase family 38 amino-terminal domain protein","cluster5"
"17730","chr3",45073980,45075111,".","+",".","Medtr3g098660","transcription initiation factor IID 31 kDa subunit","cluster5"
"17775","chr3",45389819,45391320,".","-",".","Medtr3g099040","heavy-metal-associated domain protein","cluster5"
"17827","chr3",45724895,45726696,".","+",".","Medtr3g099740","purine permease-like protein","cluster5"
"17846","chr3",45886634,45887385,".","+",".","Medtr3g099980","plastocyanin-like domain protein","cluster5"
"17887","chr3",46254151,46255336,".","+",".","Medtr3g100570","dicarboxylate carrier protein","cluster5"
"17937","chr3",46638453,46642312,".","-",".","Medtr3g101340","transcription factor","cluster5"
"18136","chr3",48088534,48094131,".","+",".","Medtr3g104420","alkaline phytoceramidase (APHC)","cluster5"
"18145","chr3",48153330,48154299,".","-",".","Medtr3g104510","glutaredoxin-C1 protein","cluster5"
"18149","chr3",48175424,48184409,".","+",".","Medtr3g104560","cytochrome P450 family protein","cluster5"
"18171","chr3",48315579,48317619,".","-",".","Medtr3g104820","hypothetical protein","cluster5"
"18176","chr3",48354290,48358260,".","+",".","Medtr3g104900","Serine/Threonine kinase family protein","cluster5"
"18284","chr3",49190319,49192902,".","-",".","Medtr3g106430","SPFH/band 7/PHB domain membrane-associated family protein","cluster5"
"18353","chr3",49633234,49638094,".","-",".","Medtr3g107630","acyl thioesterase-like protein","cluster5"
"18354","chr3",49646986,49647936,".","-",".","Medtr3g107650","kinesin-associated protein","cluster5"
"18369","chr3",49733848,49739431,".","-",".","Medtr3g107800","transporter ABC domain protein","cluster5"
"18370","chr3",49743944,49747415,".","-",".","Medtr3g107810","specific tissue protein","cluster5"
"18372","chr3",49753901,49755581,".","+",".","Medtr3g107830","dehydration-responsive RD22-like protein","cluster5"
"18406","chr3",49992650,49994298,".","-",".","Medtr3g108190","sulfate transporter-like protein","cluster5"
"18416","chr3",50042439,50049464,".","-",".","Medtr3g108320","potassium channel KAT3 protein","cluster5"
"18529","chr3",50857341,50857921,".","+",".","Medtr3g110008","EF hand calcium-binding family protein","cluster5"
"18587","chr3",51268479,51271917,".","+",".","Medtr3g109610","carotenoid cleavage dioxygenase","cluster5"
"18645","chr3",51715143,51720687,".","-",".","Medtr3g110660","transmembrane amino acid transporter family protein","cluster5"
"18651","chr3",51770402,51770922,".","-",".","Medtr3g110750","transmembrane protein putative","cluster5"
"18673","chr3",51992310,51993219,".","-",".","Medtr3g111260","hypothetical protein","cluster5"
"18674","chr3",51994611,51995531,".","-",".","Medtr3g111270","transmembrane protein putative","cluster5"
"18711","chr3",52289425,52290522,".","-",".","Medtr3g111780","ovate transcriptional repressor","cluster5"
"18735","chr3",52433143,52437141,".","+",".","Medtr3g112060","mannan endo-14-beta-mannosidase-like protein","cluster5"
"18778","chr3",52800047,52803855,".","+",".","Medtr3g113030","MADS-box transcription factor","cluster5"
"18793","chr3",52912762,52915110,".","+",".","Medtr3g113210","glyoxal oxidase amino-terminal protein","cluster5"
"18823","chr3",53124389,53127367,".","-",".","Medtr3g113920","ER lumen protein retaining receptor-like protein","cluster5"
"18824","chr3",53128095,53128705,".","-",".","Medtr3g113930","transmembrane protein putative","cluster5"
"18834","chr3",53229570,53230841,".","+",".","Medtr3g113660","hypothetical protein","cluster5"
"18892","chr3",53659262,53665181,".","-",".","Medtr3g114900","ACT-like tyrosine kinase family protein","cluster5"
"18893","chr3",53671276,53673530,".","+",".","Medtr3g114910","RING-finger E3 ubiquitin ligase putative","cluster5"
"18927","chr3",53964310,53969452,".","+",".","Medtr3g115400","plant regulator RWP-RK family protein","cluster5"
"18935","chr3",54074295,54076611,".","+",".","Medtr3g115540","glycosyltransferase family 92 protein","cluster5"
"18952","chr3",54198460,54202630,".","+",".","Medtr3g115940","seven transmembrane MLO family protein","cluster5"
"18978","chr3",54380960,54383457,".","-",".","Medtr3g116270","BURP domain protein","cluster5"
"18981","chr3",54395841,54399181,".","-",".","Medtr3g116320","dehydration-responsive RD22-like protein","cluster5"
"19079","chr3",55101541,55103878,".","+",".","Medtr3g117690","COBRA-like protein 2 precursor","cluster5"
"19110","chr3",55299989,55307292,".","+",".","Medtr3g118160","replication factor C subunit putative","cluster5"
"19233","chr4",749536,758919,".","-",".","Medtr4g006570","SNAP receptor complex protein","cluster5"
"19237","chr4",797451,803235,".","+",".","Medtr4g006760","XH/XS domain protein","cluster5"
"19259","chr4",1009797,1012250,".","+",".","Medtr4g007220","galactoside 2-alpha-L-fucosyltransferase-like protein","cluster5"
"19405","chr4",2008192,2011752,".","-",".","Medtr4g009690","cinnamoyl-CoA reductase","cluster5"
"19425","chr4",2144712,2156354,".","-",".","Medtr4g009960","eukaryotic translation initiation factor 3 subunit","cluster5"
"19498","chr4",2621072,2621719,".","+",".","Medtr4g011120","F-box/LRR protein putative","cluster5"
"19533","chr4",2905408,2908796,".","+",".","Medtr4g011650","hypothetical protein","cluster5"
"19537","chr4",2918926,2920955,".","+",".","Medtr4g011690","2-oxoglutarate-dependent dioxygenase","cluster5"
"19542","chr4",2984165,2985715,".","-",".","Medtr4g011800","MtN26","cluster5"
"19698","chr4",4177927,4183114,".","-",".","Medtr4g014680","ethylene-overproduction protein","cluster5"
"19747","chr4",4542880,4547878,".","-",".","Medtr4g015270","hypothetical protein","cluster5"
"20002","chr4",6521677,6524218,".","-",".","Medtr4g020520","disease resistance protein (TIR-NBS-LRR class)","cluster5"
"20026","chr4",6736509,6737903,".","+",".","Medtr4g020890","disease resistance protein (TIR-NBS-LRR class)","cluster5"
"20027","chr4",6738131,6738903,".","+",".","Medtr4g020900","hypothetical protein","cluster5"
"20043","chr4",6877335,6879246,".","+",".","Medtr4g021260","Avr9/Cf-9 rapidly elicited protein","cluster5"
"20078","chr4",7153291,7155063,".","-",".","Medtr4g021725","metallothionein","cluster5"
"20079","chr4",7159324,7161162,".","-",".","Medtr4g021730","metallothionein","cluster5"
"20088","chr4",7275520,7279026,".","+",".","Medtr4g021800","haloacid dehalogenase-like hydrolase","cluster5"
"20132","chr4",7628525,7629825,".","-",".","Medtr4g022760","HXXXD-type acyl-transferase family protein","cluster5"
"20213","chr4",8171319,8172599,".","+",".","Medtr4g023950","DUF1442 family protein","cluster5"
"20462","chr4",10191599,10195457,".","-",".","Medtr4g029500","Zn-dependent alcohol dehydrogenase family protein","cluster5"
"20651","chr4",11849832,11850398,".","-",".","Medtr4g036290","Ripening related protein family","cluster5"
"20652","chr4",11851296,11851862,".","+",".","Medtr4g036300","Ripening related protein family","cluster5"
"20653","chr4",11854008,11854576,".","+",".","Medtr4g036410","kiwellin putative","cluster5"
"20663","chr4",11928589,11929419,".","-",".","Medtr4g033455","SCF ubiquitin ligase SKP1 component","cluster5"
"20679","chr4",12069732,12073031,".","-",".","Medtr4g035220","hypothetical protein","cluster5"
"20680","chr4",12078303,12087672,".","-",".","Medtr4g035250","hypothetical protein","cluster5"
"20759","chr4",12905852,12912046,".","-",".","Medtr4g036090","trehalose-phosphate phosphatase","cluster5"
"20956","chr4",15021715,15030707,".","+",".","Medtr4g037670","inactive purple acid phosphatase-like protein","cluster5"
"21035","chr4",16063952,16067245,".","-",".","Medtr4g046037","transmembrane protein putative","cluster5"
"21101","chr4",16867071,16868445,".","-",".","Medtr4g047610","papain family cysteine protease","cluster5"
"21144","chr4",17327257,17328473,".","-",".","Medtr4g049340","major intrinsic protein (MIP) family transporter","cluster5"
"21182","chr4",17725072,17726835,".","-",".","Medtr4g050140","carboxylesterase","cluster5"
"21339","chr4",18829097,18830158,".","+",".","Medtr4g052040","ovate transcriptional repressor","cluster5"
"21374","chr4",19144060,19144939,".","-",".","Medtr4g052770","germin-like protein 9-2","cluster5"
"21375","chr4",19148105,19148728,".","+",".","Medtr4g052780","germin-like protein 9-2","cluster5"
"21584","chr4",20925367,20926644,".","-",".","Medtr4g057230","C2H2-type zinc finger protein putative","cluster5"
"21591","chr4",20950145,20952448,".","-",".","Medtr4g057270","transcription factor","cluster5"
"21614","chr4",21123294,21126990,".","+",".","Medtr4g057585","serine carboxypeptidase-like protein","cluster5"
"21615","chr4",21143126,21147112,".","+",".","Medtr4g057595","serine carboxypeptidase-like protein","cluster5"
"21616","chr4",21148963,21151877,".","+",".","Medtr4g057600","serine carboxypeptidase-like protein","cluster5"
"21663","chr4",21540064,21542051,".","-",".","Medtr4g058570","LysM-domain receptor-like kinase","cluster5"
"21672","chr4",21611170,21613905,".","+",".","Medtr4g058730","cyclic nucleotide-gated ion channel protein putative","cluster5"
"21716","chr4",21984437,21985604,".","-",".","Medtr4g059620","hypothetical protein","cluster5"
"22028","chr4",24342256,24346196,".","-",".","Medtr4g065007","2-oxoglutarate/malate translocator","cluster5"
"22051","chr4",24510225,24511543,".","-",".","Medtr4g065660","Ctr family copper transporter","cluster5"
"22148","chr4",25326110,25327263,".","-",".","Medtr4g067150","tetrapyrrole-binding protein","cluster5"
"22189","chr4",25604877,25606828,".","-",".","Medtr4g068290","CSL zinc finger protein putative","cluster5"
"22194","chr4",25625439,25626826,".","-",".","Medtr4g068340","T1.3 protein","cluster5"
"22455","chr4",27439852,27441525,".","+",".","Medtr4g072350","aldo/keto reductase family oxidoreductase","cluster5"
"22456","chr4",27442782,27444523,".","+",".","Medtr4g072360","aldo/keto reductase family oxidoreductase","cluster5"
"22525","chr4",27697896,27698276,".","+",".","Medtr4g073235","hypothetical protein","cluster5"
"22526","chr4",27698797,27700041,".","-",".","Medtr4g073240","ubiquitin-conjugating enzyme E2","cluster5"
"22566","chr4",28094234,28095187,".","-",".","Medtr4g073920","1-phosphatidylinositol phosphodiesterase-like protein","cluster5"
"22581","chr4",28190446,28193469,".","+",".","Medtr4g074130","gibberellin 2-beta-dioxygenase","cluster5"
"22647","chr4",28685986,28692813,".","+",".","Medtr4g075150","serine carboxypeptidase-like protein","cluster5"
"22674","chr4",28881013,28882292,".","+",".","Medtr4g075570","major intrinsic protein (MIP) family transporter","cluster5"
"22680","chr4",28928996,28937518,".","+",".","Medtr4g075680","import inner membrane translocase subunit TIM44-2","cluster5"
"22717","chr4",29244873,29251628,".","+",".","Medtr4g076490","glucan endo-13-beta-glucosidase","cluster5"
"22751","chr4",29500379,29504926,".","-",".","Medtr4g077000","DUF3411 domain protein","cluster5"
"22760","chr4",29568981,29569791,".","+",".","Medtr4g077180","Lipid transfer protein","cluster5"
"22818","chr4",29933331,29939586,".","-",".","Medtr4g077930","ABC transporter B family protein","cluster5"
"22819","chr4",29940108,29943330,".","-",".","Medtr4g077940","protein transporter","cluster5"
"22829","chr4",29990964,29992340,".","+",".","Medtr4g478140","S-norcoclaurine synthase-like protein","cluster5"
"22953","chr4",30880789,30882078,".","+",".","Medtr4g079770","papain family cysteine protease","cluster5"
"22955","chr4",30891837,30893129,".","+",".","Medtr4g079800","papain family cysteine protease","cluster5"
"22991","chr4",31169313,31173615,".","-",".","Medtr4g080350","DnaJ heat shock amino-terminal domain protein","cluster5"
"22993","chr4",31185065,31186744,".","-",".","Medtr4g080700","papain family cysteine protease","cluster5"
"22995","chr4",31193936,31195577,".","-",".","Medtr4g080730","papain family cysteine protease","cluster5"
"23027","chr4",31396490,31401093,".","+",".","Medtr4g081110","Ypt/Rab-GAP domain of gyp1p superfamily protein","cluster5"
"23032","chr4",31437802,31442803,".","+",".","Medtr4g081190","ABC transporter B family protein","cluster5"
"23057","chr4",31613681,31615310,".","-",".","Medtr4g081500","hypothetical protein","cluster5"
"23085","chr4",31830763,31833405,".","-",".","Medtr4g081950","expansin-A1-like protein","cluster5"
"23115","chr4",32072436,32073389,".","+",".","Medtr4g082345","AP2/ERF domain transcription factor","cluster5"
"23185","chr4",32533157,32536076,".","-",".","Medtr4g083630","PPR containing plant-like protein","cluster5"
"23186","chr4",32538813,32540283,".","+",".","Medtr4g083620","E3 ubiquitin-protein ligase LIN-like protein putative","cluster5"
"23191","chr4",32570973,32572871,".","-",".","Medtr4g083570","ZIP zinc/iron transport family protein","cluster5"
"23240","chr4",32954011,32960131,".","+",".","Medtr4g084620","sulfate/bicarbonate/oxalate exchanger and transporter sat-1","cluster5"
"23256","chr4",33052678,33054151,".","+",".","Medtr4g084800","short-chain dehydrogenase/reductase","cluster5"
"23268","chr4",33195873,33197281,".","+",".","Medtr4g085000","small nuclear ribonucleoprotein","cluster5"
"23383","chr4",34141813,34143950,".","-",".","Medtr4g087140","senescence-associated nodulin","cluster5"
"23421","chr4",34477373,34480967,".","+",".","Medtr4g087920","helix loop helix DNA-binding domain protein","cluster5"
"23764","chr4",36929484,36932017,".","+",".","Medtr4g093040","L-type lectin-domain receptor kinase","cluster5"
"23825","chr4",37290020,37293626,".","+",".","Medtr4g093845","white-brown-complex ABC transporter family protein","cluster5"
"23837","chr4",37398764,37403712,".","-",".","Medtr4g094220","UDP-glucosyltransferase family protein","cluster5"
"23858","chr4",37572966,37575600,".","+",".","Medtr4g094265","beta-hydroxyacyl-ACP dehydratase","cluster5"
"23940","chr4",38124942,38130679,".","+",".","Medtr4g094515","FAD-binding berberine family protein","cluster5"
"23985","chr4",38471181,38475507,".","+",".","Medtr4g096690","3-oxoacyl-(acyl carrier) synthase II","cluster5"
"23998","chr4",38542890,38546885,".","+",".","Medtr4g096840","plant gibberellin 2-oxidase","cluster5"
"24068","chr4",39120085,39132915,".","+",".","Medtr4g094858","Serine/Threonine kinase plant-type protein","cluster5"
"24122","chr4",39710926,39713387,".","-",".","Medtr4g095310","sigma factor sigb regulation rsbq-like protein","cluster5"
"24143","chr4",39917595,39919629,".","+",".","Medtr4g095700","acyl-CoA N-acyltransferase (NAT) superfamily protein","cluster5"
"24166","chr4",40060326,40063713,".","-",".","Medtr4g097220","DUF4228 domain protein","cluster5"
"24180","chr4",40162672,40165041,".","+",".","Medtr4g097470","hypothetical protein","cluster5"
"24310","chr4",41422220,41425247,".","+",".","Medtr4g100480","nudix family hydrolase","cluster5"
"24423","chr4",42375953,42379136,".","-",".","Medtr4g102280","cytochrome P450 family protein","cluster5"
"24430","chr4",42444311,42446870,".","+",".","Medtr4g102400","subtilisin-like serine protease","cluster5"
"24493","chr4",42863423,42865000,".","+",".","Medtr4g103670","ubiquitin-protein ligase putative","cluster5"
"24500","chr4",42916986,42924712,".","+",".","Medtr4g103770","RNA-metabolising metallo-beta-lactamase","cluster5"
"24518","chr4",43029167,43030858,".","+",".","Medtr4g104020","GRAS family transcription factor","cluster5"
